target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,quality_flag
TGT0022795,ACC0019381,CMP0000109,2026-04-04,1,FIELD,QUEUED,VALID
TGT0022796,ACC0022107,CMP0000100,2026-05-08,6,FIELD,EXPIRED,VALID
TGT0022797,ACC0019818,CMP0000017,2026-03-13,2,FIELD,EXPIRED,VALID
TGT0022798,ACC0020381,CMP0000119,2026-03-04,8,WHATSAPP,SKIPPED,VALID
TGT0022799,ACC0000218,CMP0000028,2026-06-03,5,SMS,CONTACTED,VALID
TGT0022800,ACC0015321,CMP0000114,2026-06-15,4,SMS,QUEUED,VALID
TGT0022801,ACC0005310,CMP0000120,2026-03-25,1,SMS,EXPIRED,VALID
TGT0022802,ACC0006958,CMP0000019,2026-01-10,9,FIELD,CONTACTED,VALID
TGT0022803,ACC0005948,CMP0000086,2026-05-25,10,FIELD,QUEUED,VALID
TGT0022804,ACC0005050,CMP0000006,2026-08-06,10,FIELD,SKIPPED,VALID
TGT0022805,ACC0000188,CMP0000091,2026-02-21,10,FIELD,SKIPPED,VALID
TGT0022806,ACC0018364,CMP0000013,2026-02-22,2,SMS,CONTACTED,VALID
TGT0022807,ACC0023231,CMP0000073,2026-06-05,5,VOICE,SKIPPED,VALID
TGT0022808,ACC0006664,CMP0000036,2026-03-25,10,FIELD,SKIPPED,VALID
TGT0022809,ACC0011918,CMP0000020,2026-04-19,9,WHATSAPP,QUEUED,VALID
TGT0022810,ACC0024504,CMP0000104,2026-02-14,7,SMS,QUEUED,VALID
TGT0022811,ACC0026253,CMP0000118,2026-01-25,1,WHATSAPP,QUEUED,VALID
TGT0022812,ACC0028810,CMP0000060,2026-01-30,9,VOICE,EXPIRED,VALID
TGT0022813,ACC0019203,CMP0000022,2026-05-20,10,WHATSAPP,SKIPPED,VALID
TGT0022814,ACC0018833,CMP0000087,2026-07-12,5,SMS,QUEUED,VALID
TGT0022815,ACC0011653,CMP0000093,2026-03-30,9,WHATSAPP,QUEUED,VALID
TGT0022816,ACC0006504,CMP0000012,2026-02-01,10,FIELD,EXPIRED,VALID
TGT0022817,ACC0004858,CMP0000114,2026-01-27,1,WHATSAPP,QUEUED,VALID
TGT0022818,ACC0026994,CMP0000055,2026-05-25,4,WHATSAPP,CONTACTED,VALID
TGT0022819,ACC0018108,CMP0000036,2026-01-20,10,SMS,EXPIRED,VALID
TGT0022820,ACC0026830,CMP0000109,2026-03-28,3,WHATSAPP,CONTACTED,VALID
TGT0022821,ACC0021910,CMP0000035,2026-06-25,4,WHATSAPP,CONTACTED,VALID
TGT0022822,ACC0017022,CMP0000086,2026-08-06,6,VOICE,EXPIRED,VALID
TGT0022823,ACC0014636,CMP0000063,2026-04-23,5,VOICE,SKIPPED,VALID
TGT0022824,ACC0018292,CMP0000047,2026-06-06,2,VOICE,EXPIRED,VALID
TGT0022825,ACC0025044,CMP0000094,2026-03-02,2,SMS,EXPIRED,VALID
TGT0022826,ACC0018809,CMP0000077,2026-02-28,5,FIELD,CONTACTED,VALID
TGT0022827,ACC0009058,CMP0000055,2026-07-04,8,SMS,QUEUED,VALID
TGT0022828,ACC0013959,CMP0000078,2026-02-05,7,FIELD,CONTACTED,VALID
TGT0022829,ACC0006106,CMP0000044,2026-07-20,10,SMS,EXPIRED,VALID
TGT0022830,ACC0015832,CMP0000004,2026-07-04,1,SMS,EXPIRED,VALID
TGT0022831,ACC0017022,CMP0000085,2026-03-10,10,WHATSAPP,QUEUED,VALID
TGT0022832,ACC0012435,CMP0000014,2026-04-09,4,SMS,EXPIRED,VALID
TGT0022833,ACC0019121,CMP0000078,2026-02-19,5,WHATSAPP,QUEUED,VALID
TGT0022834,ACC0003021,CMP0000090,2026-01-14,2,WHATSAPP,QUEUED,VALID
TGT0022835,ACC0025662,CMP0000100,2026-01-06,8,WHATSAPP,SKIPPED,VALID
TGT0022836,ACC0000677,CMP0000104,2026-02-23,1,VOICE,QUEUED,VALID
TGT0022837,ACC0018344,CMP0000066,2026-05-24,1,FIELD,QUEUED,VALID
TGT0022838,ACC0019335,CMP0000091,2026-03-05,6,VOICE,SKIPPED,VALID
TGT0022839,ACC0006464,CMP0000110,2026-07-05,8,SMS,SKIPPED,VALID
TGT0022840,ACC0011896,CMP0000004,2026-05-17,8,VOICE,EXPIRED,VALID
TGT0022841,ACC0008211,CMP0000002,2026-03-06,1,SMS,SKIPPED,VALID
TGT0022842,ACC0003682,CMP0000010,2026-07-29,7,FIELD,EXPIRED,VALID
TGT0022843,ACC0021868,CMP0000059,2026-02-26,7,FIELD,EXPIRED,VALID
TGT0022844,ACC0007985,CMP0000096,2026-03-01,5,SMS,QUEUED,VALID
TGT0022845,ACC0013007,CMP0000083,2026-04-10,9,WHATSAPP,CONTACTED,VALID
TGT0022846,ACC0003590,CMP0000044,2026-01-19,6,WHATSAPP,CONTACTED,VALID
TGT0022847,ACC0013723,CMP0000048,2026-03-20,9,SMS,EXPIRED,VALID
TGT0022848,ACC0018087,CMP0000017,2026-01-27,1,FIELD,SKIPPED,VALID
TGT0022849,ACC0027624,CMP0000037,2026-02-02,8,FIELD,QUEUED,VALID
TGT0022850,ACC0026084,CMP0000036,2026-07-22,1,FIELD,SKIPPED,VALID
TGT0022851,ACC0029024,CMP0000062,2026-07-23,3,SMS,EXPIRED,VALID
TGT0022852,ACC0029855,CMP0000105,2026-03-03,5,VOICE,SKIPPED,VALID
TGT0022853,ACC0005486,CMP0000069,2026-07-14,9,VOICE,QUEUED,VALID
TGT0022854,ACC0012339,CMP0000024,2026-03-19,3,VOICE,CONTACTED,VALID
TGT0022855,ACC0029841,CMP0000023,2026-06-10,5,FIELD,SKIPPED,VALID
TGT0022856,ACC0027535,CMP0000023,2026-01-07,2,VOICE,SKIPPED,VALID
TGT0022857,ACC0020381,CMP0000115,2026-05-13,4,VOICE,CONTACTED,VALID
TGT0022858,ACC0008576,CMP0000072,2026-07-13,3,VOICE,EXPIRED,VALID
TGT0022859,ACC0002631,CMP0000114,2026-02-20,5,FIELD,CONTACTED,VALID
TGT0022860,ACC0003717,CMP0000120,2026-06-27,10,VOICE,EXPIRED,VALID
TGT0022861,ACC0018167,CMP0000048,2026-06-20,8,SMS,SKIPPED,VALID
TGT0022862,ACC0009992,CMP0000067,2026-07-23,8,WHATSAPP,EXPIRED,VALID
TGT0022863,ACC0026397,CMP0000016,2026-05-27,9,VOICE,EXPIRED,VALID
TGT0022864,ACC0008345,CMP0000062,2026-05-06,10,VOICE,SKIPPED,VALID
TGT0022865,ACC0004792,CMP0000026,2026-01-18,10,FIELD,QUEUED,VALID
TGT0022866,ACC0008849,CMP0000100,2026-03-22,3,WHATSAPP,SKIPPED,VALID
TGT0022867,ACC0001530,CMP0000020,2026-04-07,6,VOICE,QUEUED,VALID
TGT0022868,ACC0021467,CMP0000093,2026-05-07,2,FIELD,EXPIRED,VALID
TGT0022869,ACC0012763,CMP0000110,2026-05-13,3,SMS,EXPIRED,VALID
TGT0022870,ACC0002479,CMP0000058,2026-04-22,3,WHATSAPP,SKIPPED,VALID
TGT0022871,ACC0013083,CMP0000069,2026-03-22,9,FIELD,CONTACTED,VALID
TGT0022872,ACC0010641,CMP0000046,2026-03-21,1,FIELD,QUEUED,VALID
TGT0022873,ACC0012611,CMP0000035,2026-04-10,9,VOICE,EXPIRED,VALID
TGT0022874,ACC0015829,CMP0000109,2026-06-21,8,SMS,SKIPPED,VALID
TGT0022875,ACC0014537,CMP0000021,2026-04-15,6,SMS,SKIPPED,VALID
TGT0022876,ACC0021044,CMP0000020,2026-05-26,6,WHATSAPP,SKIPPED,VALID
TGT0022877,ACC0002938,CMP0000005,2026-03-25,2,SMS,EXPIRED,VALID
TGT0022878,ACC0027967,CMP0000085,2026-02-03,3,WHATSAPP,QUEUED,VALID
TGT0022879,ACC0002580,CMP0000015,2026-01-18,2,SMS,EXPIRED,VALID
TGT0022880,ACC0013555,CMP0000018,2026-07-31,7,SMS,CONTACTED,VALID
TGT0022881,ACC0001130,CMP0000022,2026-01-27,7,SMS,EXPIRED,VALID
TGT0022882,ACC0026507,CMP0000068,2026-01-08,8,WHATSAPP,EXPIRED,VALID
TGT0022883,ACC0000222,CMP0000067,2026-06-04,8,FIELD,EXPIRED,VALID
TGT0022884,ACC0007167,CMP0000104,2026-04-24,4,WHATSAPP,SKIPPED,VALID
TGT0022885,ACC0007249,CMP0000008,2026-01-27,1,VOICE,SKIPPED,VALID
TGT0022886,ACC0004444,CMP0000026,2026-06-13,2,WHATSAPP,QUEUED,VALID
TGT0022887,ACC0012394,CMP0000036,2026-03-05,8,VOICE,SKIPPED,VALID
TGT0022888,ACC0002720,CMP0000070,2026-06-26,6,FIELD,EXPIRED,VALID
TGT0022889,ACC0006113,CMP0000033,2026-05-16,1,FIELD,QUEUED,VALID
TGT0022890,ACC0017566,CMP0000038,2026-08-04,1,WHATSAPP,QUEUED,VALID
TGT0022891,ACC0011445,CMP0000033,2026-02-03,5,FIELD,QUEUED,VALID
TGT0022892,ACC0029265,CMP0000094,2026-07-01,2,WHATSAPP,CONTACTED,VALID
TGT0022893,ACC0024526,CMP0000030,2026-06-05,6,FIELD,QUEUED,VALID
TGT0022894,ACC0020563,CMP0000088,2026-05-12,6,SMS,CONTACTED,VALID
TGT0022895,ACC0025692,CMP0000071,2026-01-26,8,FIELD,SKIPPED,VALID
TGT0022896,ACC0028479,CMP0000054,2026-02-06,2,WHATSAPP,EXPIRED,VALID
TGT0022897,ACC0027173,CMP0000014,2026-01-11,7,FIELD,SKIPPED,VALID
TGT0022898,ACC0025906,CMP0000088,2026-05-20,3,VOICE,SKIPPED,VALID
TGT0022899,ACC0006044,CMP0000063,2026-04-06,8,WHATSAPP,SKIPPED,VALID
TGT0022900,ACC0004215,CMP0000055,2026-02-19,1,SMS,QUEUED,VALID
TGT0022901,ACC0026734,CMP0000020,2026-08-05,6,VOICE,EXPIRED,VALID
TGT0022902,ACC0004301,CMP0000019,2026-03-19,8,FIELD,CONTACTED,VALID
TGT0022903,ACC0009532,CMP0000034,2026-01-10,8,VOICE,EXPIRED,VALID
TGT0022904,ACC0024568,CMP0000087,2026-08-01,3,SMS,SKIPPED,VALID
TGT0022905,ACC0004789,CMP0000044,2026-07-24,8,SMS,CONTACTED,VALID
TGT0022906,ACC0022057,CMP0000114,2026-07-26,6,WHATSAPP,EXPIRED,VALID
TGT0022907,ACC0000224,CMP0000077,2026-05-24,8,VOICE,QUEUED,VALID
TGT0022908,ACC0014749,CMP0000110,2026-03-16,2,SMS,SKIPPED,VALID
TGT0022909,ACC0013728,CMP0000003,2026-01-05,5,WHATSAPP,QUEUED,VALID
TGT0022910,ACC0001281,CMP0000097,2026-05-28,10,VOICE,EXPIRED,VALID
TGT0022911,ACC0012075,CMP0000017,2026-05-25,6,SMS,QUEUED,VALID
TGT0022912,ACC0013258,CMP0000046,2026-06-16,10,FIELD,EXPIRED,VALID
TGT0022913,ACC0008499,CMP0000021,2026-02-20,6,FIELD,EXPIRED,VALID
TGT0022914,ACC0018603,CMP0000011,2026-02-27,10,SMS,SKIPPED,VALID
TGT0022915,ACC0012346,CMP0000099,2026-05-18,3,WHATSAPP,EXPIRED,VALID
TGT0022916,ACC0009562,CMP0000006,2026-03-05,3,FIELD,QUEUED,VALID
TGT0022917,ACC0000712,CMP0000080,2026-04-18,2,VOICE,EXPIRED,VALID
TGT0022918,ACC0012872,CMP0000073,2026-07-10,10,SMS,SKIPPED,VALID
TGT0022919,ACC0029650,CMP0000049,2026-04-11,1,SMS,SKIPPED,VALID
TGT0022920,ACC0027419,CMP0000003,2026-06-13,8,SMS,EXPIRED,VALID
TGT0022921,ACC0011803,CMP0000032,2026-06-30,7,FIELD,SKIPPED,VALID
TGT0022922,ACC0003126,CMP0000012,2026-05-18,3,VOICE,CONTACTED,VALID
TGT0022923,ACC0016605,CMP0000095,2026-04-12,3,FIELD,QUEUED,VALID
TGT0022924,ACC0029526,CMP0000112,2026-04-18,3,FIELD,EXPIRED,VALID
TGT0022925,ACC0012730,CMP0000036,2026-06-20,2,WHATSAPP,EXPIRED,VALID
TGT0022926,ACC0017579,CMP0000108,2026-04-15,6,WHATSAPP,QUEUED,VALID
TGT0022927,ACC0009490,CMP0000047,2026-03-29,3,VOICE,QUEUED,VALID
TGT0022928,ACC0026943,CMP0000092,2026-03-03,10,VOICE,SKIPPED,VALID
TGT0022929,ACC0001240,CMP0000037,2026-07-20,10,WHATSAPP,EXPIRED,VALID
TGT0022930,ACC0014199,CMP0000066,2026-06-23,3,VOICE,QUEUED,VALID
TGT0022931,ACC0014241,CMP0000090,2026-01-14,4,VOICE,QUEUED,VALID
TGT0022932,ACC0017316,CMP0000038,2026-05-24,5,WHATSAPP,SKIPPED,VALID
TGT0022933,ACC0022988,CMP0000090,2026-04-12,6,FIELD,EXPIRED,VALID
TGT0022934,ACC0008647,CMP0000080,2026-07-11,5,VOICE,QUEUED,VALID
TGT0022935,ACC0012258,CMP0000029,2026-07-10,4,FIELD,QUEUED,VALID
TGT0022936,ACC0000099,CMP0000013,2026-06-22,8,WHATSAPP,SKIPPED,VALID
TGT0022937,ACC0027458,CMP0000091,2026-03-01,3,VOICE,EXPIRED,VALID
TGT0022938,ACC0011200,CMP0000038,2026-02-05,9,SMS,SKIPPED,VALID
TGT0022939,ACC0001785,CMP0000058,2026-01-01,1,FIELD,EXPIRED,VALID
TGT0022940,ACC0012771,CMP0000058,2026-02-12,7,SMS,QUEUED,VALID
TGT0022941,ACC0016964,CMP0000052,2026-07-10,7,FIELD,QUEUED,VALID
TGT0022942,ACC0011605,CMP0000055,2026-03-17,9,VOICE,CONTACTED,VALID
TGT0022943,ACC0001574,CMP0000013,2026-01-10,9,SMS,EXPIRED,VALID
TGT0022944,ACC0003229,CMP0000028,2026-03-25,6,SMS,SKIPPED,VALID
TGT0022945,ACC0004811,CMP0000076,2026-05-08,4,FIELD,QUEUED,VALID
TGT0022946,ACC0021807,CMP0000090,2026-04-29,7,FIELD,EXPIRED,VALID
TGT0022947,ACC0009995,CMP0000087,2026-02-06,9,SMS,CONTACTED,VALID
TGT0022948,ACC0022323,CMP0000046,2026-05-10,10,WHATSAPP,CONTACTED,VALID
TGT0022949,ACC0022194,CMP0000018,2026-05-16,3,WHATSAPP,QUEUED,VALID
TGT0022950,ACC0005627,CMP0000089,2026-05-09,4,FIELD,SKIPPED,VALID
TGT0022951,ACC0020393,CMP0000086,2026-02-12,7,FIELD,SKIPPED,VALID
TGT0022952,ACC0013516,CMP0000017,2026-04-12,10,FIELD,SKIPPED,VALID
TGT0022953,ACC0002313,CMP0000014,2026-07-15,1,WHATSAPP,QUEUED,VALID
TGT0022954,ACC0027939,CMP0000093,2026-05-13,3,WHATSAPP,CONTACTED,VALID
TGT0022955,ACC0010070,CMP0000048,2026-03-15,5,WHATSAPP,SKIPPED,VALID
TGT0022956,ACC0029178,CMP0000110,2026-05-26,7,VOICE,SKIPPED,VALID
TGT0022957,ACC0018927,CMP0000091,2026-07-15,4,FIELD,CONTACTED,VALID
TGT0022958,ACC0029183,CMP0000002,2026-02-18,6,WHATSAPP,EXPIRED,VALID
TGT0022959,ACC0026854,CMP0000111,2026-01-09,10,WHATSAPP,SKIPPED,VALID
TGT0022960,ACC0002068,CMP0000027,2026-05-12,8,FIELD,SKIPPED,VALID
TGT0022961,ACC0007859,CMP0000056,2026-03-28,1,VOICE,CONTACTED,VALID
TGT0022962,ACC0027532,CMP0000081,2026-01-26,5,VOICE,CONTACTED,VALID
TGT0022963,ACC0025985,CMP0000099,2026-06-28,3,FIELD,SKIPPED,VALID
TGT0022964,ACC0012263,CMP0000014,2026-01-16,2,FIELD,EXPIRED,VALID
TGT0022965,ACC0008176,CMP0000072,2026-05-13,2,SMS,CONTACTED,VALID
TGT0022966,ACC0007436,CMP0000084,2026-07-15,4,FIELD,SKIPPED,VALID
TGT0022967,ACC0022683,CMP0000077,2026-06-28,3,WHATSAPP,EXPIRED,VALID
TGT0022968,ACC0005566,CMP0000101,2026-01-11,5,VOICE,QUEUED,VALID
TGT0022969,ACC0024469,CMP0000109,2026-03-08,7,WHATSAPP,QUEUED,VALID
TGT0022970,ACC0018784,CMP0000079,2026-05-22,5,WHATSAPP,QUEUED,VALID
TGT0022971,ACC0019648,CMP0000106,2026-04-15,6,SMS,SKIPPED,VALID
TGT0022972,ACC0024177,CMP0000090,2026-06-06,10,SMS,SKIPPED,VALID
TGT0022973,ACC0012850,CMP0000097,2026-04-27,10,SMS,CONTACTED,VALID
TGT0022974,ACC0018666,CMP0000067,2026-05-11,9,SMS,CONTACTED,VALID
TGT0022975,ACC0025819,CMP0000059,2026-03-24,3,SMS,EXPIRED,VALID
TGT0022976,ACC0022587,CMP0000014,2026-01-28,4,SMS,SKIPPED,VALID
TGT0022977,ACC0029844,CMP0000100,2026-01-31,9,SMS,QUEUED,VALID
TGT0022978,ACC0024733,CMP0000018,2026-07-19,4,VOICE,EXPIRED,VALID
TGT0022979,ACC0016154,CMP0000021,2026-05-05,8,VOICE,QUEUED,VALID
TGT0022980,ACC0027095,CMP0000032,2026-02-26,6,SMS,QUEUED,VALID
TGT0022981,ACC0014196,CMP0000093,2026-02-18,7,WHATSAPP,QUEUED,VALID
TGT0022982,ACC0029448,CMP0000018,2026-05-14,8,SMS,SKIPPED,VALID
TGT0022983,ACC0012115,CMP0000090,2026-06-21,4,WHATSAPP,EXPIRED,VALID
TGT0022984,ACC0003512,CMP0000082,2026-06-19,7,VOICE,CONTACTED,VALID
TGT0022985,ACC0014313,CMP0000015,2026-05-16,8,SMS,EXPIRED,VALID
TGT0022986,ACC0022684,CMP0000104,2026-03-15,2,FIELD,SKIPPED,VALID
TGT0022987,ACC0013290,CMP0000072,2026-05-23,7,WHATSAPP,CONTACTED,VALID
TGT0022988,ACC0026622,CMP0000023,2026-06-16,3,WHATSAPP,EXPIRED,VALID
TGT0022989,ACC0026811,CMP0000106,2026-01-04,7,SMS,CONTACTED,VALID
TGT0022990,ACC0027629,CMP0000106,2026-02-12,6,SMS,EXPIRED,VALID
TGT0022991,ACC0018830,CMP0000046,2026-01-26,6,SMS,QUEUED,VALID
TGT0022992,ACC0020470,CMP0000063,2026-02-17,7,SMS,EXPIRED,VALID
TGT0022993,ACC0005200,CMP0000017,2026-06-09,3,WHATSAPP,SKIPPED,VALID
TGT0022994,ACC0006583,CMP0000037,2026-04-23,1,WHATSAPP,QUEUED,VALID
TGT0022995,ACC0001513,CMP0000069,2026-04-28,5,FIELD,QUEUED,VALID
TGT0022996,ACC0009383,CMP0000090,2026-05-07,8,SMS,EXPIRED,VALID
TGT0022997,ACC0024166,CMP0000060,2026-02-17,2,VOICE,EXPIRED,VALID
TGT0022998,ACC0026380,CMP0000069,2026-04-27,10,WHATSAPP,CONTACTED,VALID
TGT0022999,ACC0001460,CMP0000096,2026-02-25,1,VOICE,SKIPPED,VALID
TGT0023000,ACC0020095,CMP0000041,2026-05-01,2,VOICE,EXPIRED,VALID
TGT0023001,ACC0016976,CMP0000041,2026-06-03,6,SMS,CONTACTED,VALID
TGT0023002,ACC0004746,CMP0000079,2026-06-28,7,FIELD,EXPIRED,VALID
TGT0023003,ACC0011812,CMP0000104,2026-04-02,1,FIELD,EXPIRED,VALID
TGT0023004,ACC0027068,CMP0000001,2026-06-25,2,WHATSAPP,EXPIRED,VALID
TGT0023005,ACC0018790,CMP0000102,2026-03-01,4,VOICE,SKIPPED,VALID
TGT0023006,ACC0010778,CMP0000073,2026-01-17,1,SMS,EXPIRED,VALID
TGT0023007,ACC0024317,CMP0000038,2026-02-22,4,WHATSAPP,SKIPPED,VALID
TGT0023008,ACC0001919,CMP0000020,2026-07-07,10,FIELD,SKIPPED,VALID
TGT0023009,ACC0025273,CMP0000079,2026-02-09,9,FIELD,QUEUED,VALID
TGT0023010,ACC0008965,CMP0000120,2026-02-01,1,FIELD,CONTACTED,VALID
TGT0023011,ACC0001982,CMP0000057,2026-04-16,6,VOICE,CONTACTED,VALID
TGT0023012,ACC0026248,CMP0000006,2026-03-11,5,FIELD,QUEUED,VALID
TGT0023013,ACC0027327,CMP0000110,2026-04-01,6,SMS,SKIPPED,VALID
TGT0023014,ACC0020647,CMP0000044,2026-06-10,4,FIELD,CONTACTED,VALID
TGT0023015,ACC0018203,CMP0000032,2026-02-08,6,SMS,EXPIRED,VALID
TGT0023016,ACC0013487,CMP0000007,2026-04-28,1,SMS,SKIPPED,VALID
TGT0023017,ACC0024306,CMP0000036,2026-07-21,3,FIELD,QUEUED,VALID
TGT0023018,ACC0005022,CMP0000098,2026-01-13,1,WHATSAPP,CONTACTED,VALID
TGT0023019,ACC0021295,CMP0000103,2026-02-28,10,FIELD,QUEUED,VALID
TGT0023020,ACC0009424,CMP0000053,2026-03-15,6,VOICE,CONTACTED,VALID
TGT0023021,ACC0009256,CMP0000004,2026-03-13,8,VOICE,CONTACTED,VALID
TGT0023022,ACC0017393,CMP0000035,2026-03-04,1,SMS,CONTACTED,VALID
TGT0023023,ACC0023637,CMP0000091,2026-05-09,7,VOICE,CONTACTED,VALID
TGT0023024,ACC0011419,CMP0000116,2026-08-03,7,FIELD,QUEUED,VALID
TGT0023025,ACC0020701,CMP0000084,2026-01-06,6,SMS,SKIPPED,VALID
TGT0023026,ACC0018996,CMP0000087,2026-03-25,9,VOICE,CONTACTED,VALID
TGT0023027,ACC0004006,CMP0000022,2026-05-29,8,VOICE,CONTACTED,VALID
TGT0023028,ACC0023910,CMP0000076,2026-03-27,8,FIELD,EXPIRED,VALID
TGT0023029,ACC0019190,CMP0000091,2026-06-27,1,WHATSAPP,QUEUED,VALID
TGT0023030,ACC0028015,CMP0000010,2026-08-08,7,FIELD,QUEUED,VALID
TGT0023031,ACC0024194,CMP0000081,2026-01-17,8,SMS,CONTACTED,VALID
TGT0023032,ACC0016243,CMP0000111,2026-07-07,10,FIELD,EXPIRED,VALID
TGT0023033,ACC0023818,CMP0000115,2026-08-08,2,VOICE,EXPIRED,VALID
TGT0023034,ACC0014150,CMP0000038,2026-07-08,10,WHATSAPP,SKIPPED,VALID
TGT0023035,ACC0007601,CMP0000074,2026-03-09,9,FIELD,EXPIRED,VALID
TGT0023036,ACC0021417,CMP0000088,2026-04-30,6,WHATSAPP,QUEUED,VALID
TGT0023037,ACC0027649,CMP0000100,2026-04-08,8,FIELD,QUEUED,VALID
TGT0023038,ACC0021441,CMP0000108,2026-06-18,6,FIELD,CONTACTED,VALID
TGT0023039,ACC0001505,CMP0000119,2026-04-09,6,VOICE,QUEUED,VALID
TGT0023040,ACC0007821,CMP0000089,2026-06-10,2,WHATSAPP,CONTACTED,VALID
TGT0023041,ACC0019818,CMP0000117,2026-04-14,8,VOICE,SKIPPED,VALID
TGT0023042,ACC0029384,CMP0000001,2026-02-08,5,SMS,QUEUED,VALID
TGT0023043,ACC0011956,CMP0000118,2026-05-21,3,WHATSAPP,SKIPPED,VALID
TGT0023044,ACC0019754,CMP0000068,2026-02-12,4,WHATSAPP,EXPIRED,VALID
TGT0023045,ACC0007886,CMP0000071,2026-03-26,6,WHATSAPP,QUEUED,VALID
TGT0023046,ACC0002318,CMP0000109,2026-05-26,8,VOICE,QUEUED,VALID
TGT0023047,ACC0004799,CMP0000031,2026-01-09,4,WHATSAPP,EXPIRED,VALID
TGT0023048,ACC0005591,CMP0000116,2026-08-04,5,FIELD,EXPIRED,VALID
TGT0023049,ACC0027000,CMP0000006,2026-08-08,2,VOICE,EXPIRED,VALID
TGT0023050,ACC0008600,CMP0000041,2026-06-15,7,WHATSAPP,CONTACTED,VALID
TGT0023051,ACC0013085,CMP0000003,2026-05-15,7,FIELD,SKIPPED,VALID
TGT0023052,ACC0006214,CMP0000071,2026-01-15,5,SMS,QUEUED,VALID
TGT0023053,ACC0029965,CMP0000013,2026-02-04,5,FIELD,QUEUED,VALID
TGT0023054,ACC0009583,CMP0000109,2026-02-25,3,SMS,CONTACTED,VALID
TGT0023055,ACC0007343,CMP0000111,2026-04-01,6,SMS,QUEUED,VALID
TGT0023056,ACC0006336,CMP0000021,2026-08-04,4,VOICE,CONTACTED,VALID
TGT0023057,ACC0009249,CMP0000009,2026-04-12,10,VOICE,QUEUED,VALID
TGT0023058,ACC0012620,CMP0000024,2026-03-19,4,FIELD,CONTACTED,VALID
TGT0023059,ACC0007111,CMP0000008,2026-04-21,9,SMS,CONTACTED,VALID
TGT0023060,ACC0014900,CMP0000079,2026-05-29,6,VOICE,QUEUED,VALID
TGT0023061,ACC0011624,CMP0000087,2026-06-27,5,FIELD,QUEUED,VALID
TGT0023062,ACC0026806,CMP0000082,2026-02-01,9,FIELD,SKIPPED,VALID
TGT0023063,ACC0024149,CMP0000058,2026-05-07,7,VOICE,CONTACTED,VALID
TGT0023064,ACC0001510,CMP0000044,2026-04-17,8,SMS,QUEUED,VALID
TGT0023065,ACC0025583,CMP0000097,2026-03-06,6,VOICE,SKIPPED,VALID
TGT0023066,ACC0000210,CMP0000029,2026-05-21,7,FIELD,SKIPPED,VALID
TGT0023067,ACC0023347,CMP0000095,2026-07-17,1,WHATSAPP,SKIPPED,VALID
TGT0023068,ACC0001825,CMP0000077,2026-05-24,7,WHATSAPP,EXPIRED,VALID
TGT0023069,ACC0028795,CMP0000112,2026-01-16,4,SMS,SKIPPED,VALID
TGT0023070,ACC0014118,CMP0000028,2026-01-22,6,FIELD,QUEUED,VALID
TGT0023071,ACC0001558,CMP0000019,2026-07-23,2,WHATSAPP,CONTACTED,VALID
TGT0023072,ACC0003730,CMP0000021,2026-03-28,6,WHATSAPP,CONTACTED,VALID
TGT0023073,ACC0029341,CMP0000081,2026-05-27,7,WHATSAPP,SKIPPED,VALID
TGT0023074,ACC0003191,CMP0000071,2026-01-08,9,FIELD,QUEUED,VALID
TGT0023075,ACC0017423,CMP0000065,2026-01-30,3,FIELD,SKIPPED,VALID
TGT0023076,ACC0028559,CMP0000101,2026-05-03,4,VOICE,QUEUED,VALID
TGT0023077,ACC0024801,CMP0000024,2026-03-09,10,SMS,QUEUED,VALID
TGT0023078,ACC0029767,CMP0000006,2026-01-13,2,WHATSAPP,CONTACTED,VALID
TGT0023079,ACC0008916,CMP0000056,2026-04-15,1,FIELD,QUEUED,VALID
TGT0023080,ACC0008236,CMP0000067,2026-08-04,9,VOICE,EXPIRED,VALID
TGT0023081,ACC0004283,CMP0000010,2026-07-17,7,SMS,QUEUED,VALID
TGT0023082,ACC0011709,CMP0000087,2026-04-19,2,SMS,QUEUED,VALID
TGT0023083,ACC0027326,CMP0000021,2026-01-25,2,WHATSAPP,EXPIRED,VALID
TGT0023084,ACC0001242,CMP0000017,2026-01-25,4,FIELD,SKIPPED,VALID
TGT0023085,ACC0029573,CMP0000070,2026-04-19,8,VOICE,EXPIRED,VALID
TGT0023086,ACC0021563,CMP0000054,2026-01-30,2,SMS,QUEUED,VALID
TGT0023087,ACC0013685,CMP0000059,2026-05-23,7,VOICE,QUEUED,VALID
TGT0023088,ACC0025307,CMP0000013,2026-06-08,9,SMS,QUEUED,VALID
TGT0023089,ACC0000511,CMP0000094,2026-07-29,2,VOICE,CONTACTED,VALID
TGT0023090,ACC0029121,CMP0000108,2026-06-05,7,WHATSAPP,SKIPPED,VALID
TGT0023091,ACC0012001,CMP0000084,2026-07-18,3,VOICE,SKIPPED,VALID
TGT0023092,ACC0025527,CMP0000003,2026-02-27,1,WHATSAPP,CONTACTED,VALID
TGT0023093,ACC0003726,CMP0000004,2026-06-19,8,FIELD,SKIPPED,VALID
TGT0023094,ACC0007322,CMP0000010,2026-04-02,9,WHATSAPP,SKIPPED,VALID
TGT0023095,ACC0004343,CMP0000100,2026-04-30,9,VOICE,CONTACTED,VALID
TGT0023096,ACC0000612,CMP0000052,2026-02-20,10,FIELD,QUEUED,VALID
